Word, Frequency
terrible!, 2
Still, 23
homme!", 1
imagines, 3
conquer--that, 1
infantrymen, 5
slavery!, 1
contrary...", 2
imagined, 38
Erza, 6
pays, 3
mapped, 1
Nataly,, 1
passage--the, 1
"Alone, 1
Vereshchagin, 9
Nataly., 1
recounts,, 1
newcomer., 2
you";, 1
Cossacks!", 1
(This, 12
voit, 1
listen, 46
Metivier,, 2
imagine., 1
Peter,, 3
Likhachev, 2
terrible,, 11
terrible., 7
you!", 45
void, 1
ablaze?, 1
natures--by, 1
Foundation", 1
imagine,, 1
Soldiers!, 3
you!', 1
studying, 7
you!), 1
pay., 3
newcomer,, 6
pay,, 5
conceivable, 1
judging, 14
reasoning, 9
conflicting, 3
begun, 62
Bitski's, 1
ablaze., 1
Foundation,, 4
Foundation., 1
fitted,, 1
pawn, 1
avoidance, 2
smoke!", 1
palace!", 1
well-built, 1
themselves,, 35
Aubert-Chalme, 1
grin,, 1
themselves., 19
splintered, 1
vegetation, 1
depressed., 4
ashes, 1
circumspection, 1
golden-tinted, 1
groups,, 1
honorable,, 2
themselves;, 1
groups., 2
depressed,, 1
themselves:, 3
tear, 9
Something, 13
overtook, 13
Orlovs, 1
soldier...", 1
cringing, 1
Metivier;, 1
piteous, 8
manes,, 1
fatal, 5
manes., 1
broad-backed,, 1
Number, 4
groups;, 1
infantryman, 1
frost-bitten,, 1
tierce, 1
vigor,, 1
affably,, 1
mopping, 1
feigned, 3
Preobrazhensk, 11
hungry,, 7
(while, 1
disadvantageous, 2
Metivier?, 1
boyhood, 1
dispirited., 1
outfit.", 1
equations,, 1
wheel!", 1
ambush, 4
dandies,, 1
influence,, 7
gambols, 1
affirmatively, 1
influence., 2
Rostovs'., 3
awe-struck, 1
Rostovs',, 6
eagerness, 3
mercifully, 1
considered, 93
west?, 1
Admitting, 1
whistled, 6
you?, 40
Tutolmin., 1
path, 49
yesterday--we, 1
fated, 1
outcries,, 1
Tutolmin,, 1
conqueror, 4
ice,, 3
prayer..., 1
Gerasim,, 5
ice., 3
Gerasim., 4
fate., 6
fate,, 5
your, 707
enfeebled., 1
past, 120
tea., 10
concepts, 1
tea,, 14
-independently, 1
pass, 54
repetition,, 1
[EBook, 1
dandies!, 1
perish., 2
lady?", 1
perish,, 2
Ivanich, 1
(mysterious, 1
west., 2
threateningly, 6
themselves!, 2
west,, 3
capitals, 2
matched, 1
self-confidence,, 1
Hollabrunn), 1
interval--"boom--, 1
"Captain,, 2
Mary's, 51
difficult),, 1
occurs--be, 1
Kirilych.", 1
parce, 1
dissipations, 1
matches, 2
honor.", 3
inertia,, 1
States., 4
13th, 3
devotion, 18
States,, 2
incitement, 1
entreaties., 1
turf., 1
rendered,, 1
awaken, 4
retreat,, 18
retreat., 7
absurd, 7
Militiamen, 1
intermediate, 1
mustaches..., 1
Piteous,, 1
all?", 4
despotism, 1
Highness!", 1
troubles., 2
troubles,, 1
"seriously,, 1
devices, 1
orderly's, 3
Blackguards!..., 1
intended?, 1
annoyance, 8
intercept, 2
cousin...", 2
high-minded, 1
does,, 2
irrelevant, 1
themselves--in, 1
restless;, 1
intended,, 2
intended., 2
limitless, 2
retreat!, 1
washing,, 1
joyous,, 1
Recalling, 2
definitely, 10
candor,, 1
again!...", 1
whatever, 41
l'agrement, 1
valiant, 4
champions,", 1
translucent, 1
sort,, 3
huntsmen's, 3
news--if, 1
device,, 1
pleaded, 3
outrageous!, 1
sort., 4
waited--and, 1
sorry, 60
money--I, 1
guidance., 2
restless,, 2
Marshal, 17
beast!", 1
French?", 4
sulphur, 1
Ekonomov., 1
people!", 2
Ekonomov,, 1
threadbare, 1
liking., 1
upwards., 2
upwards,, 2
identified, 1
job's, 1
grief, 18
honor's, 2
guests--the, 1
out--that, 1
enemy's., 2
enemy's,, 1
Wait...", 1
sinfulness?", 1
discontinue, 1
prolong, 2
Livonian, 1
Bezukhova., 2
Bezukhova,, 4
(overcoming, 1
sorts, 10
kindness, 5
fair-haired,, 2
dawdling!", 1
affairs--near, 1
"Ah..., 1
repulsed, 7
broken-down, 2
piteous,, 3
Mary,", 4
Rostov!, 1
tonight!, 1
trowel,, 2
dissipation,, 2
dragoons, 18
awaked, 1
conditions., 3
tonight,, 4
wound-up, 1
conditions,, 10
raging..., 1
erection, 2
(God), 1
blushed,, 7
clearest, 1
blushed., 5
awake,, 3
honor,", 8
footpace;, 1
favors,, 1
Rostov., 84
retreats, 2
"always, 1
rolled-up, 3
Rostov), 2
extended, 13
Rostov,, 154
awake., 4
"Moscow, 3
situated,", 1
footpace., 2
Rostov?, 1
past--her, 1
Rostov;, 2
dealers, 1
disorder...", 1
suspecting, 1
turn., 7
polyglot, 1
life--with, 1
coming!..., 2
turn:, 1
Rostova, 11
people, 379
disperse, 8
Hendrikhovna,", 1
Solomon, 1
Updated:, 1
turn,, 4
expletives., 1
expletives,, 1
smoke.", 1
lowest-grade, 1
boy..., 4
games, 3
nuisances, 1
crown., 1
Mary!", 5
FULL, 2
refutes, 1
pairs, 4
abruptly,, 1
mainly, 1
Hundreds, 2
splinters,, 1
abruptly., 4
starving, 2
mother-in-law,, 2
Similarly, 2
Boulogne, 3
everything--far, 1
"Ke...", 1
Rostovs, 60
crown!, 1
suddenly, 353
wrenched, 3
wheel,", 1
yours!", 1
escape?", 1
blame?", 2
crack,", 1
Hendrikhovna's, 5
comfort,, 2
Zaletaev!", 1
comfort., 2
farewell, 6
Thirdly, 1
excites, 1
park., 1
smoke,", 1
Now!...", 1
Spanish, 2
women's., 1
sight--looked, 1
excited, 42
travail., 1
anguish, 1
homme.", 2
venial, 1
creases,, 1
remnant,, 1
reconciliation,, 1
reconciliation., 1
degree, 18
dog?", 1
"Lord, 9
Religion,, 2
Efim,, 2
verdure., 1
pupils--you, 1
stand..., 1
mystery, 9
nearness., 1
numb,, 1
crows,, 1
nearness,, 2
game,, 3
Influence, 1
game., 4
enterprising., 1
crows!, 1
honor!", 9
people's, 26
doctrines, 1
obeying,, 1
Catholics, 1
disapprove, 2
helplessly,, 2
pains, 5
religion,, 4
percolating, 1
paint, 1
job!", 1
fwom, 6
religion., 3
accurately., 1
creaks, 1
"Booby", 1
terribly., 2
volatile,, 1
terribly,, 1
broadened, 1
rescript:, 1
boorishness., 2
Uncle!, 2
churches?", 1
playfully,, 2
destination,, 1
"Father,", 1
Cossacks.", 1
vous, 21
ashamed, 46
complicated, 12
turns, 18
Uncle,, 2
doctrine,, 1
Yaroslavl,, 4
religions, 1
Yaroslavl., 2
pain;, 1
you.", 50
purple-faced, 2
Moment, 1
vanished,, 2
pain?, 1
Splendid!, 1
reward,", 1
retrieved, 1
Bykov's,, 1
vanished., 5
Bagration, 84
devoting, 2
assemblies, 1
sees,", 1
university, 2
leadership, 3
pain,, 9
Hollabrunn,, 1
pain., 5
vanished;, 2
worsening, 1
blunder, 2
begin, 52
antipathy,", 1
"Assure, 1
Gangs, 1
bigwigs,, 1
organ, 1
pearls, 6
creak., 2
combatant, 1
Cossacks--, 1
abyss, 1
"Love, 1
destination., 2
virtues,, 2
auction, 2
arrogant, 2
unexecuted, 2
well-provisioned, 1
ghost, 2
yard--we, 1
continued, 148
originality., 1
songs....", 1
impatience, 4
originality,, 2
deed, 9
affable., 1
blackened, 5
endorsed, 1
deem, 1
abashed, 7
awaits, 6
deep, 69
Stolypin, 2
favorable, 4
trophy.), 1
treat?, 1
recruiting., 2
lies.", 2
quarte, 1
recruiting,, 1
Siberia!'", 1
favorably, 3
dressmakers, 1
charming;, 1
papers, 29
miles, 50
platoon!", 1
countess--her, 1
inactivity, 2
magic, 4
clench,, 1
charming., 3
charming,, 5
ask!", 1
fencing., 1
virtues., 2
continues, 4
kindly,, 15
personage., 2
idea, 54
superior, 17
probing, 2
long-foreseen, 1
personage,, 4
mild,, 2
recklessly, 2
riders, 6
pad., 1
extensive, 1
Here's, 2
pad,, 1
completeness,, 1
"Ah!...", 1
asserts, 1
paper), 1
Create, 1
cracked, 6
orchestra,, 2
aspersion., 1
incapable,, 1
deck, 1
remembered,", 1
pickets.", 1
maniac's, 1
rides,, 1
debt, 5
needs, 23
paper;, 1
mile,, 2
orchestra., 2
paper,, 9
canteenkeeper, 1
paper., 6
exceptional, 8
Royalty, 2
all.", 12
lady,", 1
abominably,, 1
God!..., 1
independent, 15
drink,", 2
detachment, 20
Shuya, 1
misshapen,, 1
archduchess, 1
cadet,, 2
wait..., 1
antagonists., 1
Vladimir, 3
Miloradovich's,, 1
question!, 1
times!", 2
sugar--, 1
dear, 228
reticule., 1
cadet., 2
need;, 1
deah, 1
endurance, 4
nuisance,", 1
need:, 1
obligation, 5
describes, 1
unattractive, 1
pass., 7
cleared., 1
melt,, 1
deal, 22
expose, 9
pass,, 10
withdrawn,, 1
cleared,, 2
warding, 1
astride, 1
dead, 46
deaf, 5
need,, 3
priest, 16
maniac...., 1
flavor, 2
befriend, 1
vault, 1
need., 2
grinning,, 1
forgiveness?", 1
continual, 11
'dog,', 1
converted;, 1
need!, 1
intimating, 2
enforce, 2
palpable,, 1
momentum,, 1
bit...., 1
prolonged, 8
momentum., 1
callous,, 1
despairing,, 1
past?, 1
"will."), 1
Pokrovsk, 1
routine, 5
lost--than, 1
melts, 1
forged, 2
closely., 1
looking-glass, 1
treats, 2
lady's, 9
promotions.), 1
treaty, 1
Sounds, 2
blushes,, 2
"Which, 7
dressmaker,, 1
passe, 1
closely,, 1
box--her, 1
decided?", 1
pass;, 1
You, 257
force--October, 1
comforts, 9
past!, 1
pass?, 1
apes, 1
National, 1
promising, 3
memory, 24
"Europe, 1
relics?", 1
past,, 25
magnates--several, 1
past., 23
color, 12
entrusted., 1
continue., 3
engine,, 1
repulsion, 5
continue,, 3
petite, 1
observant, 1
forget, 63
again.", 8
engine., 1
command., 8
complete,, 3
"'Told, 1
command,, 22
complete., 1
inscrutable, 1
piercing, 11
luggage, 3
mille, 1
command:, 1
uncomfortable,, 3
Bolkonski,", 3
remainder,, 1
dog.", 1
"Let's, 2
Bezukhov's, 17
army--French,, 1
uncomfortable:, 1
again,", 9
seventeenth,, 1
bulletin,, 1
questions, 75
friendship?", 2
bulletin., 1
commend, 1
concurrently, 1
uncomfortable., 3
varies, 1
ironically., 5
remember?", 5
jokingly., 1
repulsive, 4
ironically,, 1
stabbing,, 1
clearer., 1
ape,, 1
comment, 1
varied, 1
ceilings,, 1
settling, 10
Second, 3
watching,, 1
describe., 1
motives., 1
watching., 3
engraved, 3
I!..., 1
settles, 1
Brunn, 6
Here!", 1
aside, 34
Orsha,, 1
Bolkonski.", 1
mill,, 1
1500, 1
Orsha., 2
me..., 13
Dohkturov, 1
initiation, 1
mistrustfully, 1
porch, 35
situation, 9
completed, 4
terrifying,, 1
benediction,, 1
Early, 4
"shelter", 2
question), 1
fresh-looking,, 1
question,, 31
requesting, 2
question., 28
Pyramids,, 1
idle, 5
forgetting,", 1
password,, 1
question:, 8
Vaska,", 1
command), 1
milky, 2
described, 24
men.", 2
mercy;, 2
capitale, 1
recognition, 8
dog's, 1
armpits,, 1
bearers,, 3
settle,, 1
voulu,, 1
ask.", 1
snoring., 1
bibulous,, 1
propounded, 1
hopelessly, 1
rider,, 1
drops., 1
rider., 1
kibitka,, 1
stature, 1
trailing, 3
Civil, 1
(himself, 1
capital;, 1
nowadays...., 2
allies?", 1
either--in, 1
mercy,, 5
full-blooded, 1
mercy., 1
all,", 21
enjoys, 3
untroubled, 1
what...., 1
settled, 52
yours.", 2
Russo-French, 1
Kamenski.", 1
hesitated:, 2
hommes, 1
capital,, 7
fluctuation, 1
singers,, 2
capital., 3
singers., 5
hesitated., 2
hesitated,, 2
'It's, 4
Yet, 30
commands, 20
outfit, 1
self-sacrificing, 2
ask,', 1
limitations, 2
Yes, 2
cotillion,, 1
creatures., 2
creatures,, 1
agony, 2
Bolkonski's, 16
ask,", 4
Misha,, 2
Circassian, 4
diamond, 3
cooperation, 2
Pokrovka, 2
lady!", 2
hobby;, 1
deft, 2
may...", 1
faces,, 33
faces., 11
recognizable., 1
otkupshchik, 1
weariness., 1
so...., 3
yours,", 2
obsequiously,, 1
n'entendent, 1
madame..., 1
so...", 2
drink?", 2
dew,, 3
dew-, 1
irregularity, 1
confident?, 1
cold!, 2
withdrawal, 3
men?..., 1
statues, 1
discordant, 2
distance,", 1
smooth,, 4
dew., 1
encouraging, 1
purification., 1
confident,, 2
Bruin, 2
chords, 3
aussi, 1
forgot, 19
freewill,, 1
serious, 55
"Stop!, 1
other--"A, 1
attain, 19
rubber, 1
contorting, 1
times--, 1
corporal..., 1
stand--a, 1
thirdly,, 2
"Stop,, 2
papa, 1
supplies,, 1
"bilious, 1
rubbed, 12
reloaded., 1
present-day, 1
Fourthly, 1
valueless, 1
barefoot., 1
girl.", 1
Because, 6
Emperor?), 1
men's, 22
Russian--but, 1
times.", 1
Been, 2
abandoned, 39
cotillions, 1
pas., 1
reasonably, 1
Society, 5
outbursts, 2
services,, 3
sweeter,, 1
Baltic, 1
these,", 2
pas,, 2
Emperor?", 2
Kirilovich,", 2
honorably,", 1
desk, 3
unconditioned, 2
hindmost, 2
lapsed, 1
attentions, 5
chestnut, 11
critical, 5
once!", 3
descry, 1
boredom,, 1
exceptions., 2
dressings,, 1
Bogdanovna,, 3
services., 3
Bogdanovna., 2
Grekov., 1
maintained,, 1
Rostovs?", 1
initiative, 1
scratch, 3
catches, 5
catcher, 1
park, 2
previous, 39
thing?..., 1
pat,, 1
Mary--reluctantly, 1
rien., 1
faints, 1
deal--but, 1
reasonable, 10
cold;, 1
girl,', 1
cold,, 32
rivalry, 2
cold., 2
girl,", 2
Dinner, 1
Sire.", 1
weapon, 6
betrothed?", 1
cold), 1
part, 213
incumbent, 3
men,", 5
happens, 43
trunk,, 2
sugar?", 1
after-dinner, 5
nape,, 1
friendship's, 1
eligible, 1
dissipation, 2
divinely, 1
Davydov's, 1
frequent., 1
jerked, 11
Joconde, 1
sliding,, 1
vanished--not, 1
jacket., 3
welcome, 6
signify, 2
tickets, 1
"Helene,, 2
Malo-Yaroslavets,, 4
(perhaps, 2
text, 2
mismanaged, 1
submit, 14
jacket,, 10
faint., 1
whirring, 1
pressed,, 1
Raevski, 8
happen,, 7
effort, 52
pale, 72
burying, 2
act--act!, 1
pressed., 1
reduce, 2
happen., 13
spleen,, 1
wound?", 1
palm, 4
"Tut,, 1
pall, 1
pan., 1
omens, 1
Bory's, 3
"Turn, 2
coughed, 3
seething, 3
handwriting, 1
happen?, 4
quarry,, 1
efforts., 1
anybody"--, 1
efforts,, 6
shunned, 1
unconditional, 1
Alliance, 1
caressed, 4
unobservant, 1
all!", 11
eat?..., 1
deny, 1
demonstrations, 3
Undoubtedly, 1
jackets, 2
ronde,, 1
remember,", 5
chord,, 1
ticket,, 1
chord., 1
consult, 6
friendship,", 1
boots--, 1
icon, 26
again?', 1
silk-lined, 1
flocking, 1
abominable,, 3
pang, 1
avoided, 19
Contrary, 4
emitted, 4
boots.", 1
sweetest, 1
character,", 1
inadvertently, 1
rifles, 1
Natalie, 6
miscarried, 1
spotted, 1
hunted!, 1
tomorrow..., 3
mental,, 1
examine, 13
test, 6
journey--from, 1
Natasha?", 2
lurched, 2
unlawful, 1
infantry!", 3
Sundays., 4
responsibility,, 2
addressed, 59
"give, 2
Sonya?, 1
refuses, 1
midnight, 8
page, 10
cap..., 1
confess., 1
refused, 19
bathed, 5
invalidity, 2
friendship.", 1
triumphant,, 1
triumphant., 1
boots,", 1
(which, 26
hammering, 3
moments--the, 1
prepare, 25
principe, 1
sweet,", 1
ended?, 1
responsibility., 3
sarcastically., 2
butler,, 3
faces--an, 1
sarcastically,, 1
arrest,, 1
ended,, 8
scorching, 1
refuse!, 1
outlawed, 2
avenged, 1
pair, 19
ended., 5
pain, 25
Peronskaya's, 1
finally, 21
European, 19
fourth,, 3
benefactor...", 1
fourth., 1
1812--though, 1
arrest., 1
interrogative., 1
sheepskin, 7
paid, 41
emptied, 10
refuse., 2
bathe., 1
then..., 1
refuse,, 2
trunks, 4
wisdom., 3
apt., 1
Mishka, 1
deluded,", 1
whew!", 2
Angel, 1
house--which, 2
politics--you, 1
projects,, 3
reply,, 27
coverlet, 1
projects., 2
reply., 32
Anger, 1
thirty-, 1
thirty,, 1
right--he, 1
deceitful, 1
Christianity, 2
attach, 3
thirty., 1
reply:, 3
reply;, 4
antipathy,, 1
fourth;, 1
attack, 80
reply?, 1
speeches--infected, 1
comical,, 1
pace, 26
blamed., 1
attention:, 1
French!", 3
youth., 5
attention., 22
youth,, 17
pack, 15
alive, 16
alike--were, 1
enjoin, 2
sprouting, 2
hasn't, 3
d'ordre.", 1
circumspectly, 1
reply!, 1
Dmitrich, 5
signing, 2
fast:, 1
attention,, 11
obey,", 1
clergy,, 5
once,", 5
pensions, 1
reply), 1
'But,', 1
footgear,, 1
"Rentrez, 1
fast., 1
fast,, 2
proper, 22
youth!, 1
refusal, 10
ask?", 2
consideration, 12
yours?", 3
Rousseau's, 1
grades,, 1
merci,, 1
impossible--in, 1
improbable, 1
French!', 1
received--, 1
girl's, 1
Berg, 58
having,, 4
triviality--these, 1
latterly, 3
knows?", 1
anxieties, 1
name!", 3
fortunate,, 1
sky--the, 1
divined., 1
appetizing, 2
impatient,, 1
tearing, 8
Saxon, 1
object, 39
poets)., 1
D's,, 1
accidents, 2
dews, 1
d'ordre,", 1
monument, 2
Diana's....", 1
once.", 3
men!", 1
statue,, 2
hazard., 1
allies--, 1
error, 7
formality,, 1
formality., 1
physiognomy, 1
*****, 2
dewy, 1
Sonya,, 99
scepter, 2
Sonya., 45
crowed,, 1
"Pray, 1
don't?", 1
Antonovna!, 1
moments--rose, 1
term, 8
bulges,, 1
behindhand., 1
secret, 33
"Hasn't, 2
Antonovna., 1
Sonya!, 2
promise?", 2
copse,, 2
Bronnikov's, 1
Obedience, 1
did--were, 1
She'll, 2
excited., 9
pillage), 1
stupidity,, 2
excited,, 8
pillage,, 2
stupidity., 1
copse., 4
crockery,", 1
"Merci,, 2
smoked,, 3
conquer,", 1
ennui,, 1
excited!, 1
exacting, 1
bitch,, 1
thoroughbred, 5
other!", 1
quizzical, 1
bitch., 1
impressions, 11
purchaser, 3
comic, 1
Hart, 1
clearer, 3
Ignat, 1
spirituous, 1
"Secondly,", 1
Gates, 2
theirs, 2
bear., 4
bear,, 6
whizz,, 1
cleared, 20
purchased, 1
breakfasting,, 1
family!..., 1
rather.", 1
pillaged, 2
washed, 8
Hard, 3
reining, 2
stupidity:, 1
ever-glowing, 1
armies--both, 1
bear!, 2
excited;, 1
crowds!, 1
strawberries,, 1
theology., 1
Rostopchin:, 1
pleased., 4
judgment, 6
theology,, 1
spiteful, 3
servants!", 1
pleased,, 6
"Are, 27
crops,, 1
Stop,, 2
vivid, 5
Stone, 5
made, 445
"Three, 2
Vladimirovich, 8
detail,, 1
mirthful,, 1
Rostopchin,, 20
experiments, 4
suburb, 2
Rostopchin., 11
detail., 2
detail!, 1
unappreciated, 1
marauding., 1
chafing, 1
historians', 6
"Ask, 4
historians), 1
Gate., 1
connection.), 1
"Marry, 1
purple, 10
standards!", 1
Gate,, 1
victory.", 1
historians., 1
bitch?, 1
know..., 3
historians,, 13
bold.", 1
expiate, 2
sold., 1
strongest, 2
sold,, 4
beams, 5
palm., 1
brushed,, 2
kindled, 8
historians:, 1
merrier, 2
bullet, 11
palm,, 2
Captain., 2
mal., 1
"All, 52
consider,", 1
spoken, 46
insects, 1
transporting, 1
perceive,, 1
Captain?, 1
son!", 2
condescending, 6
processing, 1
marry--he, 1
leisurely;, 1
Between, 7
coughing, 4
left!, 2
nuns,", 1
lilac, 6
sallow, 6
fare,, 1
ordre, 1
revelers',, 1
display, 8
arbitrarily, 5
indicating, 23
wretches), 1
Matthew, 2
comme, 3
"Marya, 4
fascinate, 2
procession, 3
earnest...", 1
mal,", 1
sordid, 1
Have, 26
best!", 1
resolution...., 1
make, 263
labor,, 5
"abstiens-toi", 1
ask,, 5
hunters, 1
"What,, 5
wretches?, 1
disconsolately,, 1
"Mercy, 1
examinations,, 1
turning,, 2
"Youth,, 1
ask., 6
indication, 9
"And, 247
ambassador's, 3
spoke,, 4
perceived, 3
palms, 1
crowds,, 3
spoke., 4
Goliath, 1
pretending, 12
deceiving, 3
"Tss,, 1
turning;, 1
Natasha--a, 1
deliverance,, 1
gatherings,, 2
smaller,, 1
smaller., 1
perceives, 1
Andrew--"not, 1
Gobelin, 1
stronger., 2
"What?, 16
stronger,, 3
emaciation, 1
"Mary,, 6
impression., 5
balalayka., 1
impression,, 1
mais, 1
routine,, 1
stronger!, 1
spasmodically, 3
routine., 2
heavier, 5
maim, 1
afraid,", 5
nodding., 1
bundle,, 1
main, 14
tremendous, 5
160,000, 1
ask:, 2
surgeon, 2
ask;, 2
"Kuragin,, 1
"Any, 2
rimes., 1
ask?, 1
rimes,, 1
maid, 36
"Kuragin!, 1
barbarian, 1
next?", 2
"What!, 4
demain,, 1
mentality, 1
Natasha, 683
puzzled, 6
began;, 2
carried, 96
began:, 3
criminals;, 1
http://gutenberg.org/license)., 1
peered, 4
going?..., 1
pale,, 30
pale-, 1
pale., 5
asks, 13
carries, 5
Ten, 5
report, 48
mechanical, 2
braiding, 1
bravest, 4
score,, 1
favor?", 1
curtsied, 3
forehead, 25
horseflesh!, 1
blackest, 1
suspense, 4
Spain.", 1
prisons, 1
horseflesh,, 1
afraid.", 2
bravery, 2
began,, 32
inconvenient, 1
began., 22
"No!", 1
man--his, 1
Balaga., 4
left,, 45
left., 18
reasoned...., 1
scar,, 1
left;, 1
irresolutely, 2
mountains, 4
triumphant, 8
fellow--your, 1
consider.", 1
left?, 1
unalterable, 1
crowded, 37
beaux, 1
considered,, 3
considered., 6
factory,, 1
separated....", 1
smallest, 8
prosperity, 2
won't--that's, 1
repose, 3
fourth, 23
'Uncle's', 1
"Orders?", 1
'em,, 1
Half, 11
prison,, 2
criminals., 1
hair!...", 1
Rarely, 1
midst, 34
literally, 1
inscription., 1
maddened--, 1
community,, 1
questionably,, 1
"must, 2
Please,, 2
humane,, 1
beast, 11
shopkeepers, 1
foundations, 2
"Karay,, 2
disgraces, 1
mad., 1
grade.", 1
mad,, 3
quiescent, 1
seriously, 15
Dronushka.", 1
disbanding, 1
sally,, 1
"Karay?, 1
prime,, 1
Vera..., 1
Hand, 3
mad?, 1
accident,, 1
beats, 1
affright,, 1
"Poor, 2
console, 6
now--this, 1
crossly,, 2
one-sided, 1
wounded..., 2
commander--as, 1
forming, 10
clear-thinking, 1
grazed, 1
glued, 2
societies, 2
ass!, 1
scale, 1
alleys, 1
chairman, 3
traitor", 1
traitor!, 1
Robbing, 1
traitor., 1
monotonous, 6
Strogonov,, 1
adjutant's?, 1
restlessness,, 1
traitor,, 3
dramshop,, 1
father?", 4
yawned,, 1
Amelie's, 1
paler, 3
burghers,, 1
atoms,, 1
major, 20
abate,, 1
furs!", 1
abate., 1
Dronushka,", 1
disgraced, 4
Government..., 1
beat., 1
anxious, 34
shineth, 1
bears, 2
beard, 9
errand., 1
scamp, 1
unfortunate,", 1
bravely, 1
beat,, 1
fallibility, 1
"Prince, 14
misunderstand, 1
leather,, 2
down)., 1
"Wh-what, 1
utter:, 1
axes,, 1
carpet?, 1
pleasure...", 1
traitors, 4
forgetting!", 1
gaiety., 3
'Take, 2
beatific, 4
gaiety,, 2
Six, 3
qualities.), 1
tenor, 2
sorrows., 2
Beginning, 1
may., 1
carted, 4
appealing, 1
may,, 5
me--and, 1
utter., 1
carpet., 2
too-noisy, 1
rioting, 3
overtake, 10
carpet,, 3
banners, 3
tens,, 1
may", 1
immobile, 1
"Like, 1
logement!", 1
abstained, 2
tutti, 1
contraire, 1
mud-stained, 1
"Anna, 2
Suvorov...,", 1
promise.", 1
deal--forty, 1
smokers, 1
pregnant, 5
$5,000), 1
listen!", 2
pace., 5
associations,, 1
Lopukhins, 1
pace,, 1
tacked, 1
watching--as, 1
She, 685
oppressed, 9
l'Empereur!, 5
weconciliation,, 1
unlimited, 3
intoxicated,, 1
Kuzmich, 3
intoxicated., 1
personages, 10
men?", 1
placid, 1
pleases,, 2
foundation., 2
absorbed, 32
pleases., 2
written, 58
cringe, 1
boldness,, 2
bitter,, 1
peculiarities, 4
pale-greenish, 1
liable, 1
kiss,, 3
ceremonies,, 1
Sit, 3
smoker., 1
worthily.", 1
wolves, 8
young, 396
droits, 1
Revolution";, 1
(delivered, 1
thirsty, 1
kiss., 6
equally, 18
bully,, 1
kitchen,", 1
"Matvevna,", 1
THE, 4
repeatedly, 11
paces, 29
exiled, 3
Clement?", 1
loses, 3
correspondence..., 1
derivative, 3
chains., 1
sleigh--beside, 1
Set, 2
glitter, 6
down.", 6
'Consul', 1
sniffed, 4
Elisabeth,, 1
Gallop, 2
scars, 1
season., 1
places, 30
youth, 19
pools, 2
defective, 3
hangings., 1
cogwheel, 1
ill?", 5
madman's, 1
"Lift, 2
pilgrim's, 1
season;, 1
scarf, 7
hommes), 1
scare, 2
Semenovsk, 6
DISTRIBUTOR, 1
legal, 5
peopled., 1
famous, 19
soundly., 1
Paris., 2
architect's, 1
Paris,, 10
reasoning,, 4
"Life, 2
Otradnoe--that, 1
proto-deacon's, 1
wobbahs....", 1
tolerable,", 1
bitten., 1
down,", 4
Paris;, 1
tutor, 7
reasoning., 2
important!", 1
lordling?, 1
administrative, 4
lose,, 1
placed, 68
yours, 8
place., 33
place,, 29
were:, 2
fours,, 2
quitrents., 1
See, 12
Marya,, 1
place:, 1
were., 11
Son,, 1
were,, 33
Fallen, 1
place;, 1
embracing, 9
place?, 2
Lopukhin,, 1
paced, 28
hothouse, 1
Switzerland., 1
Ozheg-zheg...", 1
graceful, 8
Switzerland,, 1
Some, 68
comb,, 1
reigns, 2
Being?, 1
ambassador.", 1
leaves, 14
St., 39
son,", 8
down!", 4
reverse., 1
silence,, 23
Highness?, 1
silence., 28
reverse,, 2
cakelike, 1
self-sacrifice?", 1
"Why..., 1
Song, 1
knapsacks,, 2
ill-humor., 1
--he, 1
kings--to, 1
mane, 6
occupied--that, 1
knapsacks., 1
sanctifying, 1
Paris--left, 1
taxes., 1
approached, 62
packs, 3
many, 212
solid, 1
unutterable, 1
aimlessly, 2
flapped, 1
approaches, 3
reticule.), 1
mantle,, 3
map., 1
labors, 4
map,, 4
residents, 4
Ought, 1
dogs;, 1
translation, 1
huntsman's, 2
dogs?, 1
man:, 2
exchanging,, 1
regiment?, 2
man;, 7
Makeev?", 2
Soon, 20
man?, 4
regiment;, 3
watched, 44
son.), 1
ill-usage, 1
Zherkov, 15
him--especially, 1
son.", 2
imbecile, 2
dissatisfied., 2
skillful,, 2
dissatisfied,, 4
silenced, 2
Highness., 3
Allies, 1
man", 1
pack,, 5
squadrons,, 1
pack., 2
attaching, 3
squadrons., 1
Highness,, 4
male, 9
dogs!, 1
merrily, 15
jeune, 2
humorous, 1
tackle, 1
man!, 3
'impossible', 1
uttered!", 1
Allied, 1
dogs., 5
dogs,, 9
pack!, 1
parole, 1
listen,", 5
